district,block,cluster,code,name,genre
bangalore rural,hosakote,devanagundi,36001,G ULPS HANDENAHALLI,Lower Primary
bangalore rural,devanahalli,devanahalli,36735,GKHPBS KOTE,Upper Primary
bangalore rural,devanahalli,channahalli,36725,GKLPS DODDAHOSAHALLI,Lower Primary
bangalore rural,hosakote,nandagudi,36085,G LPS KONDRAHALLI,Lower Primary
bangalore,north-4,nagavara,32184,GUMPS NAGAVARA,Upper Primary
bangalore,bangalore south(banashankari),doddakannelli,30652,BELLENDUR,Anganwadi
bangalore,south-2,kalasipalya,32446,GUHPS KALASIPALYA,Upper Primary
bangalore,north-4,nagavara,32184,GUMPS NAGAVARA,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36497,Om nagar,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,36592,VIJINAPURA-9,Anganwadi
koppal,kustagi,mudenur,20215,	GHPS SIRAGUMPI	,Upper Primary
koppal,kustagi,mudenur,20215,	GHPS SIRAGUMPI	,Upper Primary
bangalore rural,hosakote,bendiganahalli,36026,G LPS THENEYURU,Lower Primary
gadag,mundaragi,mundaragi east,36880,GLPS SSP NAGAR MUNDARAGI,Lower Primary
gadag,mundaragi,mundaragi urdu,36897,GHPUS DAMBAL,Upper Primary
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36350,Nandikol Oni,Anganwadi
koppal,kustagi,nilogal,20167,	GLPS KURUBANHAL..M	,Lower Primary
gadag,mundaragi,korlahalli,36869,GLPGS KORLAHALLI,Lower Primary
bangalore rural,hosakote,hosakote town,36016,G LPS AMBEDKER NAGARA,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36611,Kameli,Anganwadi
bangalore rural,hosakote,thavarekere,35938,G LPS BEERAHALLI,Lower Primary
koppal,kustagi,bijakal,20294,GHPS TENGUNTI	,Upper Primary
koppal,kustagi,bijakal,20272,	GLPS BASSAPUR .M	,Lower Primary
bangalore rural,hosakote,beguru,35891,G HPS BEGURU,Upper Primary
koppal,kustagi,hanumanal,20173,	GHPS RANGAPUR	,Upper Primary
bangalore,south-4,jeevan bheema nagar,32386,GKLPS MURUGESHPALYA,Lower Primary
gadag,mundaragi,meundi,36871,GHPS MEUNDI,Upper Primary
gadag,mundaragi,shingtalur,36830,GLPGS SHINGATALUR,Lower Primary
bangalore,bangalore central,netaji 2nd circle,30623,NANJAMB AGRAHARA 18,Anganwadi
bangalore,sumangali seva ashrama,kodihalli,31342,G M PALYA,Anganwadi
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
gadag,mundaragi,petalur,36902,GHPS VENKATAPUR,Upper Primary
bangalore,anekal,attibele,32221,GKLPS AREHALLI (ATTIBELE),Lower Primary
bangalore rural,hosakote,jadigenahalli,36107,G LPS BOMMANA BANDE,Lower Primary
koppal,kustagi,mudenur,20213,	GLPS RYAVANAKI	,Lower Primary
bangalore,anekal,haragadde,32813,GKLPS VADDARAPALYA (HARAGADDE),Lower Primary
bangalore,bangalore central,netravathi,30300,BADAMAKAAN  II,Akshara Balwadi
koppal,kustagi,menedhal,20268,	GLPS RAMPUR.M	,Lower Primary
bangalore,bangalore south(banashankari),k.r.puram,31443,DASARAHALLI,Anganwadi
bangalore rural,hosakote,mugbala,36210,GKLPS HOSAHALLI,Lower Primary
koppal,kustagi,j.gudadoor,20300,	GHPS JAGEERGUDADUR	,Upper Primary
gadag,mundaragi,korlahalli,36870,GHPS SEVALALNAGAR (BIDNAL TANDA),Model Primary
gadag,mundaragi,bagewadi,36817,GLPS MARUTINAGAR (MURADI T),Lower Primary
gadag,mundaragi,mundaragi east,36883,BSM GLPS HESARUR ROAD MUNDARAGI,Lower Primary
bangalore rural,hosakote,doddanhulluru,36219,GHPS DODDAHULLUR,Upper Primary
koppal,kustagi,dotihal,20154,	GLPS MATUR	,Lower Primary
bangalore rural,devanahalli,devanahalli,36764,GKMPS DEVANA HALLI,Model Primary
bangalore,sumangali seva ashrama,koramangala,30639,L.R NAGAR 2,Anganwadi
gadag,mundaragi,kadampur,36857,GHPS CHURCHIHAL,Upper Primary
bangalore,south-4,marathahalli,32680,GKHPS SANJAY NAGAR,Upper Primary
bangalore rural,hosakote,mugbala,36193,GHPS Chikkanahalli,Model Primary
bangalore,bangalore south(banashankari),byrathi,31353,HIRENDAHALLI,Anganwadi
bangalore rural,hosakote,samethanahalli,35972,G HPS MALLASANDRA,Upper Primary
bangalore,sumangali seva ashrama,kodihalli,30664,KODIHALLI,Anganwadi
bangalore,south-4,bidrahalli,32849,GKLPS KAMMASANDRA (VARANASI),Lower Primary
koppal,kustagi,chalageri,20128,	LPS BENAKANAL ROAD CHALIGERI	,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,33925,AGRAHAR BEDAVANI 2,Anganwadi
dharwad,Hubli-Dharwad urban,HDMC,36616,Doragalli-2,Anganwadi
gadag,mundaragi,meundi,36824,GHPS BARADUR,Model Primary
bangalore rural,hosakote,bendiganahalli,36026,G LPS THENEYURU,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,33753,DODDAKANNELLI-II,Anganwadi
bangalore,north-4,kodigehalli,33208,GKHPS DODDA BOMMASANDRA,Model Primary
gadag,mundaragi,kadampur,36854,GHPS KADAMPUR,Upper Primary
koppal,kustagi,chalageri,20142,	GHPS TALUGERA	,Upper Primary
koppal,kustagi,hanumanal,20173,	GHPS RANGAPUR	,Upper Primary
gadag,mundaragi,mundaragi rural,36888,GHPS MUKTUMPUR,Upper Primary
bangalore rural,hosakote,jadigenahalli,35970,G LPS GOVINDAPURA,Lower Primary
koppal,kustagi,hanumanal,20165,	GLPS ASHRAYA  BADAVANE HANAMANAL	,Lower Primary
koppal,kustagi,killarhatti,20220,	GLPS JULAKUNTI	,Lower Primary
gadag,mundaragi,dambal,36842,GHPS RAMENAHALLI D.S(DAMBAL),Upper Primary
gadag,mundaragi,hirawaddatti,36851,GHPS HAROGERI,Upper Primary
bangalore rural,hosakote,devanagundi,36001,G ULPS HANDENAHALLI,Lower Primary
bangalore rural,hosakote,beguru,35894,G LPS BHEEMAKANAHALLI,Lower Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
gadag,mundaragi,meundi,36871,GHPS MEUNDI,Upper Primary
bangalore,anekal taluk,ballur,33929,HALDENAHALLI,Anganwadi
bangalore,south-1,kaggalipura,32736,GKLPS PATTAREDDY PALYA,Lower Primary
bangalore rural,devanahalli,devanahalli,36757,GKLPS NEERAGANTE PALYA,Lower Primary
gadag,mundaragi,mundaragi urdu,36896,GLPUS DONI,Lower Primary
koppal,kustagi,kustagi,20240,	GGHPS KUSTAGI	,Upper Primary
bangalore rural,hosakote,devanagundi,35991,G HPS D. HOSAHALLI,Upper Primary
bangalore,bangalore state,yashwanthpura,29612,CHRISTIAN COLONY,Anganwadi
koppal,kustagi,hiregonnagar,20306,	GHPS NARASAPUR	,Upper Primary
bangalore,bangalore central,Manjunatheshwar circle-7,36624,Muslim Huts 3,Anganwadi
dharwad,Hubli-Dharwad urban,Purohit Nagar,36482,Hattikolla-2,Anganwadi
bangalore rural,hosakote,hosakote town,36014,G LPS GOWTHAM COLONY,Lower Primary
gadag,mundaragi,kadampur,36821,GLPS DONI DPEP,Model Primary
koppal,kustagi,hiregonnagar,20297,	GHPS GOREBIHAL	,Upper Primary
gadag,mundaragi,dambal,36840,GLPS NARAYANAPUR( DAMBAL),Lower Primary
bangalore rural,hosakote,beguru,35885,G LPS M.SATHYAVARA,Lower Primary
koppal,kustagi,killarhatti,20223,	GHPS KIDADUR	,Upper Primary
bangalore rural,devanahalli,sadahalli,36724,GKLPS KEMPALINGANAPURA,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36324,Madarmaddi-3,Anganwadi
gadag,mundaragi,mundaragi rural,36888,GHPS MUKTUMPUR,Upper Primary
koppal,kustagi,kustagi,20244,	GLPS ASHRAYA  BADAVAN KUSTAGI	,Lower Primary
bangalore,bangalore south(banashankari),k gollahalli,31531,KAMBIPURA,Anganwadi
bangalore,north-4,nagavara,32169,GKHPS GOVINDAPURA,Upper Primary
bangalore,anekal,sarjapura,32963,GKMPS SARJAPURA (GIRLS),Model Primary
koppal,kustagi,hiremannapur,20279,	GHPS HANCHINHAL	,Upper Primary
bangalore rural,hosakote,bendiganahalli,36027,G LPS BALENAHALLI,Lower Primary
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30318,MUNARREDYPALY,Anganwadi
bangalore,south-1,k gollahalli,31993,GKLPS TITTAHALLI,Lower Primary
bangalore rural,hosakote,sulibele,36140,G UHPS SULIBELE,Upper Primary
koppal,kustagi,hanumasagar,20314,	GHPS BEELAGI	,Upper Primary
gadag,mundaragi,hirawaddatti,36850,GHPGS HIREWADDATTI,Upper Primary
koppal,kustagi,thavaragera,36801,GLPS MALLIKARJUNANAGAR TAVARGERA,Lower Primary
bangalore,bangalore central,netravathi,34056,SAMPANGIRAMNAGAR 1,Anganwadi
bangalore,south-3,madivala,32553,GKLPS RAJENDRANAGAR,Lower Primary
bangalore rural,hosakote,vagata,36101,G HPS MAKANAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36523,Bapuji nagar,Anganwadi
koppal,kustagi,hanumasagar,20318,	GHPS KABBARAGI	,Upper Primary
bangalore,anekal taluk,haragadde,36495,HARAGADDE  C,Anganwadi
bangalore,bangalore north (yelahanka),bettahalasuru,31259,SONNAPANAHALLI,Anganwadi
bangalore,bangalore central,kithuru rani channamma 3rd circle,31384,GORI PALYA NORTH,Anganwadi
koppal,kustagi,bijakal,20284,GLPS	MAN KALAKERI	,Lower Primary
koppal,kustagi,bijakal,20286,	GLPS KAVALABUDURU TANDA	,Lower Primary
koppal,kustagi,killarhatti,20223,	GHPS KIDADUR	,Upper Primary
bangalore,bangalore central,sir m vishweshwariah 1st circle,33978,BYATARAYANAPUR-I,Anganwadi
bangalore rural,hosakote,mugbala,36058,G ULPS MUGABALA,Lower Primary
bangalore rural,devanahalli,nalluru,36745,GKHPS Mallepura,Model Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36545,Kakkaynagar,Anganwadi
bangalore,sumangali seva ashrama,kodihalli,30675,NELLUPURAM 2,Anganwadi
koppal,kustagi,hiremannapur,20275,	GHPS  GANGANHAL .G	,Upper Primary
koppal,kustagi,hanumanal,20164,	GMHPS HANUMANHAL	,Upper Primary
gadag,mundaragi,kadampur,36857,GHPS CHURCHIHAL,Upper Primary
bangalore,bangalore north (yelahanka),kodigenahalli,34085,KAVAL BAIRASANDRA 2,Anganwadi
gadag,mundaragi,mundaragi east,36826,GLPS KOTE NO 2,Lower Primary
bangalore,north-4,byatarayanapura,32168,GKHPS BYATARAYANAPURA (N4),Upper Primary
bangalore rural,hosakote,thavarekere,35941,G LPS GANGAPURA,Lower Primary
gadag,mundaragi,dambal,36844,GHPS DPEP DAMBAL,Upper Primary
gadag,mundaragi,meundi,36871,GHPS MEUNDI,Upper Primary
bangalore,bangalore south(banashankari),doddakannelli,33747,KARIYAMMANA AGRAHARA,Anganwadi
bangalore rural,devanahalli,devanahalli,36721,GKLPS Poojammana Palya,Lower Primary
bangalore,south-4,kylasanahalli,32596,GKLPS BANDEBOMMASANDRA,Lower Primary
koppal,kustagi,koradakera,20338,	GLPS MADALAGATTA	,Lower Primary
koppal,kustagi,dotihal,20153,	GHPS KYADIGUPPA	,Upper Primary
koppal,kustagi,chalageri,20127,	GMHPS CHALAGERA	,Upper Primary
bangalore rural,hosakote,sulibele,35881,GKLPS VALAGEREPURA,Lower Primary
bangalore,bangalore south(banashankari),k gollahalli,31154,KUMBALAGODU,Anganwadi
bangalore rural,hosakote,bilanarasapura,35927,G LPS MARASANDAHALLI,Lower Primary
bangalore,south-1,hosakerehalli,32743,GKHPS KUMARASWAMY LAYOUT,Upper Primary
bangalore,bangalore north (yelahanka),kadugondanahalli,30993,SANDHYAVANAGARA,Anganwadi
gadag,mundaragi,meundi,36873,GLPKGS MEUNDI,Lower Primary
koppal,kustagi,hanumanal,36795,LPS URDU TUGGALDONI,Lower Primary
koppal,kustagi,j.gudadoor,20180,	GHPS GUDADUR KAL	,Upper Primary
bangalore rural,hosakote,bilanarasapura,35925,G LPS GUNDRAHALLI,Lower Primary
gadag,mundaragi,mundaragi rural,36885,GHPS BENNIHALLI,Upper Primary
bangalore rural,hosakote,bilanarasapura,35926,G LPS AGASARAHALLI,Lower Primary
bangalore rural,hosakote,nelavagilu,35908,G HPS CHIKKONDAHALLI,Upper Primary
bangalore rural,devanahalli,devanahalli,36735,GKHPBS KOTE,Upper Primary
bangalore rural,hosakote,jadigenahalli,35958,G HPS SOLURU,Upper Primary
bangalore rural,hosakote,doddanhulluru,36203,GHPS DASARAHALLI,Upper Primary
bangalore rural,hosakote,devanagundi,35986,G HPS DODDA DUNNASANDRA,Upper Primary
bangalore,north-4,bagalur,32045,GKLPS BYLAHALLI,Lower Primary
koppal,kustagi,dotihal,20153,	GHPS KYADIGUPPA	,Upper Primary
gadag,mundaragi,hirawaddatti,36852,GLPGS HAROGERI,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36306,Jannatnagar-2,Anganwadi
koppal,kustagi,nilogal,20162,	GHPS BOMMANHAL	,Upper Primary
bangalore,anekal taluk,ballur,33612,MANCHANAHALLI,Anganwadi
bangalore rural,hosakote,hosakote town,36021,G HPS M. V. EXTN. HOSKOTE,Upper Primary
bangalore rural,hosakote,doddanallala,36204,GLPS THAGALIHOSAHALLI,Lower Primary
bangalore rural,hosakote,kalkunte,36111,G LPS AREHALLI,Lower Primary
bangalore,sumangali seva ashrama,dodda banaswadi,30302,GANDHI GRAMA,Anganwadi
bangalore rural,hosakote,thavarekere,35949,G LPS GUGUTTAHALLI,Lower Primary
bangalore,sumangali seva ashrama,dodda banaswadi,30323,VIJNA PURA 1,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36331,Jaibhim Nagar,Anganwadi
gadag,mundaragi,kalakeri,36822,GLPS TIPPAPUR,Lower Primary
gadag,mundaragi,meundi,36872,GHPS HAITAPUR,Upper Primary
bangalore rural,hosakote,thavarekere,35933,G LPS CB COLONY,Lower Primary
gadag,mundaragi,mundaragi city west,36877,GMCS MUNDARAGI,Model Primary
koppal,kustagi,bijakal,20286,	GLPS KAVALABUDURU TANDA	,Lower Primary
bangalore,south-3,ejipura,32261,GKLPS LR NAGARA,Lower Primary
koppal,kustagi,hiremannapur,20290,	GHPS NAVALAHALLI	,Upper Primary
gadag,mundaragi,bidaralli,36839,GHPS VITHALAPUR,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36611,Kameli,Anganwadi
bangalore,south-1,kaggalipura,32738,GKLPS UDEEPALYA,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36316,Ganachari Oni,Anganwadi
koppal,kustagi,hiremannapur,20281,	G URDU LPS HIREMANAPUR	,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36340,Valmikikshetra-1,Anganwadi
koppal,kustagi,dotihal,20148,	GHPS GOTAGI	,Upper Primary
koppal,kustagi,hiregonnagar,20295,	GLPS CHIKKAGONNAGAR	,Lower Primary
bangalore rural,devanahalli,nalluru,36736,GKLPS Hosa nalluru,Model Primary
bangalore,south-4,jeevan bheema nagar,32389,GKLPS SUDHAMA NAGAR,Lower Primary
bangalore,bangalore south(banashankari),byrathi,31425,DODDAGUBBI,Anganwadi
bangalore,north-4,nagavara,32171,GKHPS HENNUR,Upper Primary
koppal,kustagi,hanumasagar,20186,YYY GOVT HPS KALLONI HANAMSAGAR,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,36593,GANDHI NAGAR  II,Anganwadi
bangalore,south-3,byarsandra,32147,GUHPS LAKKASANDRA,Upper Primary
bangalore rural,hosakote,shivanapura,36043,G HPS KARAPANAHALLI,Upper Primary
koppal,kustagi,mudenur,20204,	GLPS KUDLUR	,Lower Primary
bangalore rural,hosakote,jadigenahalli,36089,G UHPS KATTIGENAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36474,Danunagar-2,Anganwadi
bangalore,north-3,j c nagar,32305,GUHPS GANGANAGAR,Upper Primary
bangalore rural,hosakote,thavarekere,35934,G LPS MANCHAPPANAHALLI,Lower Primary
bangalore,north-4,chikkajala,33268,GKLPS BEGUR,Lower Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36469,Navalur-3,Anganwadi
koppal,kustagi,j.gudadoor,20300,	GHPS JAGEERGUDADUR	,Upper Primary
bangalore,north-1,machohalli,32760,GKLPS GARUDACHARPALYA,Lower Primary
koppal,kustagi,hanumanal,20308,	GHPS PATTALACHINTI	,Upper Primary
koppal,kustagi,hanumasagar,20318,	GHPS KABBARAGI	,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29633,NAGANAYAKANAHALLI,Anganwadi
bangalore rural,hosakote,jadigenahalli,35964,G ULPS GONAKANAHALLI,Lower Primary
bangalore,south-3,domlur,33134,GUHPS ASHOKNAGAR,Upper Primary
koppal,kustagi,thavaragera,20236,	GLPS VITTALAPUR	,Lower Primary
bangalore,bangalore north (yelahanka),sondekoppa,31284,DOMBARAHALLI,Anganwadi
bangalore,bmp-1,bmpcluster,32099,CPS LAKKASANDRA,Lower Primary
bangalore,bangalore north (yelahanka),hesaragatta,36794,MATHKUR 2,Anganwadi
bangalore rural,hosakote,kalkunte,35929,G LPS SHIVANAPURA,Lower Primary
bangalore,north-3,banaswadi,32509,GULPS SAITPALYA,Lower Primary
bangalore rural,hosakote,alappanahalli,36134,G LPS MUGALIPURA,Lower Primary
bangalore,bangalore state,banashankari,31111,SARBANDEPALYA,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36311,Valmikikshetra-2,Anganwadi
koppal,kustagi,sanghanal,20258,GHPS HOMMINHAL,Upper Primary
gadag,mundaragi,meundi,36872,GHPS HAITAPUR,Upper Primary
bangalore,bangalore north (yelahanka),rajanakunte,33727,L.B.S.NAGAR-1,Anganwadi
koppal,kustagi,menedhal,20250,	GLPS CHIKKAMUKARTHINHAL	,Lower Primary
bangalore rural,devanahalli,sadahalli,36729,GKLPS BHOVI PALYA,Model Primary
koppal,kustagi,hiremannapur,20279,	GHPS HANCHINHAL	,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,31420,BHOVI COLONY,Anganwadi
bangalore,south-4,jeevan bheema nagar,32398,GUMPS ISLAMPURA,Model Primary
gadag,mundaragi,mundaragi city west,36876,GLPS BYALAWADAGI(MUNDARAGI),Lower Primary
bangalore rural,hosakote,vagata,36100,G LPS HUNASEHALLI,Lower Primary
gadag,mundaragi,kalakeri,36864,GMCS KALAKERI,Model Primary
koppal,kustagi,hanumasagar,20195,	GMHPS YARAGERA	,Model Primary
bangalore rural,devanahalli,sadahalli,36756,GKLPS CHOWDENAHALLI,Lower Primary
bangalore,bangalore south(banashankari),chandrappa circle,36393,MURTHI NAGAR,Anganwadi
bangalore,bangalore state,yw circle,29705,R.J.I. COLONY,Anganwadi
koppal,kustagi,hanumanal,20165,	GLPS ASHRAYA  BADAVANE HANAMANAL	,Lower Primary
gadag,mundaragi,mundaragi urdu,36894,GHPUBS MUNDARAGI,Upper Primary
bangalore,sumangali seva ashrama,murphy town,30962,VIBHUTHIPURA 1,Anganwadi
bangalore,south-4,doddakanneli,32193,GKLPS HADUSIDDAPURA,Lower Primary
koppal,kustagi,hanumasagar,20318,	GHPS KABBARAGI	,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29680,SOMANAHALLI  1,Anganwadi
bangalore rural,hosakote,vagata,36099,G HPS KANEKAL,Upper Primary
bangalore rural,hosakote,devanagundi,35992,G LPS OBALAPURA,Lower Primary
bangalore rural,hosakote,devanagundi,35991,G HPS D. HOSAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36331,Jaibhim Nagar,Anganwadi
gadag,mundaragi,bagewadi,36834,GHPS BAGEWADI,Upper Primary
koppal,kustagi,adavibhavi,20131,YYYGHPS HOSALLI,Upper Primary
gadag,mundaragi,mundaragi urdu,36892,GHPUGS MUNDARAGI,Upper Primary
koppal,kustagi,kustagi,20239,	GHPS VIDYANAGAR KUSTAGI	,Upper Primary
bangalore,bangalore state,banashankari,31413,HARI COLONY 2,Anganwadi
bangalore,bangalore central,netravathi,30371,SAMPANGI RAM NAGAR 2,Anganwadi
bangalore rural,hosakote,nandagudi,36078,G LPS HALEURU,Lower Primary
gadag,mundaragi,meundi,36874,GHPS EKLASPUR,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36346,Jannatnagar-3,Anganwadi
bangalore,north-4,byatarayanapura,32176,GKLPS SAMPIGEHALLI,Lower Primary
bangalore,sumangali seva ashrama,sultanpalya,30369,SULTANPALYA,Anganwadi
bangalore rural,hosakote,jadigenahalli,35957,G HPS ATTHIVATTA,Upper Primary
gadag,mundaragi,meundi,36871,GHPS MEUNDI,Upper Primary
bangalore rural,devanahalli,boodigere,36174,GKLPS NAGENAHALLI,Lower Primary
bangalore,north-4,rajanakunte,32784,GKLPS MUDDENAHALLI,Lower Primary
gadag,mundaragi,korlahalli,36869,GLPGS KORLAHALLI,Lower Primary
bangalore,south-1,mallathahalli,32968,GKHPS MALLATHAHALLI,Upper Primary
gadag,mundaragi,kadampur,36861,GHPS DONI,Upper Primary
bangalore,bangalore south(banashankari),byrathi,30676,KITTIGANOORU,Anganwadi
koppal,kustagi,hanumanal,20163,	GMHPS GUDDADA DEVALAPUR	,Upper Primary
koppal,kustagi,chalageri,20128,	LPS BENAKANAL ROAD CHALIGERI	,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36488,Giranichal-1,Anganwadi
bangalore rural,hosakote,shivanapura,36056,G LPS NAKKANAHALLI,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,30959,BALAGERE,Anganwadi
koppal,kustagi,hanumasagar,20195,	GMHPS YARAGERA	,Model Primary
gadag,mundaragi,petalur,36829,GLPS PETALUR(DPEP),Lower Primary
bangalore,north-3,pottery town,32697,GUHPBS FRAZER TOWN,Upper Primary
koppal,kustagi,hanumasagar,20179,	GLPS CHANDRAGIRI	,Lower Primary
bangalore rural,hosakote,jadigenahalli,35969,G HPS KB HOSAHALLI,Lower Primary
koppal,kustagi,sanghanal,20257,	GHPS HIRETAMMINHAL	,Upper Primary
gadag,mundaragi,bidaralli,36818,GHPS MUNDAWAD,Upper Primary
bangalore rural,hosakote,bilanarasapura,36196,GLPS DINNEKORATI,Lower Primary
bangalore,bangalore south(banashankari),kengeri circle,31117,KRISHNA SAGARA COLONY,Anganwadi
bangalore,bangalore north (yelahanka),chikkajala,31230,MARANAYAKANA HALLI,Anganwadi
gadag,mundaragi,petalur,36907,GMCS JANTLI SHIRUR,Model Primary
bangalore,bangalore north (yelahanka),agrahara layout,31254,KATTGENAHALLI,Anganwadi
bangalore rural,hosakote,thavarekere,35934,G LPS MANCHAPPANAHALLI,Lower Primary
koppal,kustagi,jumalapur,20205,	GHPS MADAPUR	,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,30626,PERIYAR NAGAR II,Anganwadi
bangalore rural,hosakote,bilanarasapura,35921,G UHPS BOYS BNPURA,Upper Primary
koppal,kustagi,killarhatti,20217,	GHPS AMARAPUR	,Upper Primary
bangalore,bangalore north (yelahanka),kodigenahalli,36366,MODIGARDAN,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,29600,VIJNAPURA 4,Anganwadi
bangalore,bangalore north (yelahanka),abbigere,31253,KUVEMPU NAGAR 1,Anganwadi
gadag,mundaragi,dambal,36843,GHPGS DAMBAL,Upper Primary
bangalore,bangalore north (yelahanka),sondekoppa,33836,NELAGUDARANA HALLI,Anganwadi
bangalore rural,devanahalli,devanahalli,36760,GKLPS GORIBAGILU,Lower Primary
koppal,kustagi,jumalapur,20207,	GHPS MUDDALAGUNDI	,Upper Primary
bangalore,bangalore north (yelahanka),machohalli,31354,KADABAGERE,Anganwadi
bangalore,bangalore south(banashankari),konnana kunte,36401,JAMBOSAVARI DINNE,Anganwadi
koppal,kustagi,chalageri,20128,	LPS BENAKANAL ROAD CHALIGERI	,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,36369,THIRUMENAHALLI,Anganwadi
koppal,kustagi,chalageri,20190,	GHPS MADAKERI	,Upper Primary
gadag,mundaragi,kadampur,36858,GHPS DINDUR,Upper Primary
bangalore rural,hosakote,kalkunte,36119,G HPS GANAGALURU,Upper Primary
koppal,kustagi,hanumasagar,20195,	GMHPS YARAGERA	,Model Primary
koppal,kustagi,adavibhavi,20126,	GHPS ADAVIBHAVI	,Upper Primary
bangalore rural,hosakote,doddanallala,35954,G LPS APPASANDRA,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,30602,PALANAHALLI,Anganwadi
bangalore,north-1,mallasandra,33283,GKHPS NAGASANDRA,Upper Primary
bangalore rural,hosakote,bendiganahalli,36186,GLPS CHEEMASANDRA,Model Primary
koppal,kustagi,hiremannapur,20275,	GHPS  GANGANHAL .G	,Upper Primary
bangalore,south-4,channasandra,32065,GKLPS KATAMNALLURU,Lower Primary
gadag,mundaragi,dambal,36843,GHPGS DAMBAL,Upper Primary
gadag,mundaragi,dambal,36819,GLPS HOSUR DAMBAL,Lower Primary
bangalore rural,hosakote,bilanarasapura,35927,G LPS MARASANDAHALLI,Lower Primary
koppal,kustagi,hoolagera,20326,	GHPS SEBINAKATTI	,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29665,KERECHUDAHALLI,Anganwadi
koppal,kustagi,menedhal,20249,	GHPS BACHANAL	,Upper Primary
bangalore rural,hosakote,thavarekere,35936,G HPS THAVAREKERE,Upper Primary
gadag,mundaragi,kalakeri,36863,GHPGS KALAKERI,Upper Primary
bangalore rural,hosakote,thavarekere,35933,G LPS CB COLONY,Lower Primary
bangalore rural,hosakote,bendiganahalli,36187,GLPS RAMAGOVINDAPURA,Model Primary
bangalore rural,hosakote,beguru,35889,G LPS CHIKKA KOLIGA,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36533,Yavagal plot,Anganwadi
dharwad,Hubli-Dharwad urban,HDMC,36605,Hebbali agasi-2,Anganwadi
bangalore,bangalore south(banashankari),doddakannelli,33786,BHOGANAHALLI,Anganwadi
bangalore,south-1,hosakerehalli,32741,GKHPS ITTAMADUVU,Upper Primary
gadag,mundaragi,dambal,36842,GHPS RAMENAHALLI D.S(DAMBAL),Upper Primary
koppal,kustagi,adavibhavi,20132,	GHPS HULSAGERI	,Upper Primary
bangalore rural,hosakote,devanagundi,35986,G HPS DODDA DUNNASANDRA,Upper Primary
bangalore,bangalore north (yelahanka),baglur,31498,BAYALA HALLI,Anganwadi
bangalore,anekal taluk,haragadde,36518,HARAGADDE  B,Anganwadi
bangalore,north-3,j c nagar,32314,GKMPS N S LINE METTADAHALLI,Model Primary
bangalore rural,hosakote,thavarekere,35936,G HPS THAVAREKERE,Upper Primary
bangalore rural,devanahalli,devanahalli,36760,GKLPS GORIBAGILU,Lower Primary
bangalore rural,hosakote,bilanarasapura,36196,GLPS DINNEKORATI,Lower Primary
bangalore rural,hosakote,bendiganahalli,36187,GLPS RAMAGOVINDAPURA,Model Primary
bangalore rural,hosakote,nelavagilu,36073,G UHPS HINIDGANALA,Upper Primary
bangalore,bangalore north (yelahanka),machohalli,31009,GIDDENAHALLI 1,Anganwadi
bangalore rural,hosakote,vagata,36093,G ULPS VAGATA,Lower Primary
